Order Date,Customer Name,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Profit
4/25/2017,Parhena Norris,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,42.048,9,5.256
4/25/2017,Parhena Norris,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,67.92,5,6.792
10/18/2014,Edward Hooks,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,19.692
10/18/2014,Edward Hooks,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,186.912,6,-35.046
10/18/2014,Edward Hooks,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.048,4,3.14
11/13/2015,Helen Abelman,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,17.496,9,-7.4358
1/31/2016,Aimee Bixby,Consumer,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,5.4432
11/17/2016,Maribeth Schnelling,Consumer,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,10.776,3,3.3675
7/25/2017,Dorothy Dickinson,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,3.304,1,1.0738
11/11/2017,Meg Tillman,Consumer,New York City,New York,10009,East,Office Supplies,Storage,35.48,1,0
9/26/2015,Gene McClure,Consumer,Oceanside,New York,11572,East,Office Supplies,Fasteners,34.44,3,16.1868
9/26/2015,Gene McClure,Consumer,Oceanside,New York,11572,East,Technology,Machines,629.93,7,296.0671
9/26/2015,Gene McClure,Consumer,Oceanside,New York,11572,East,Office Supplies,Binders,79.056,9,28.6578
4/4/2014,Ken Black,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Storage,232.55,5,9.302
4/4/2014,Ken Black,Corporate,Lafayette,Louisiana,70506,South,Technology,Accessories,99.98,2,42.9914
4/4/2014,Ken Black,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Paper,19.44,3,9.3312
4/4/2014,Ken Black,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Paper,12.96,2,6.3504
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Furniture,Tables,464.292,9,-108.3348
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Office Supplies,Envelopes,68.46,7,31.4916
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Technology,Machines,2799.96,4,1371.9804
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,601.3,2,198.429
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Technology,Phones,16.99,1,4.4174
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Technology,Phones,287.97,3,80.6316
9/14/2014,Darrin Martin,Consumer,New York City,New York,10009,East,Office Supplies,Paper,44.82,9,21.0654
12/29/2017,Ben Peterman,Corporate,Anaheim,California,92804,West,Furniture,Furnishings,101.12,8,37.4144
6/21/2015,Emily Phan,Consumer,Deltona,Florida,32725,South,Technology,Phones,107.976,3,37.7916
11/26/2017,Frank Gastineau,Home Office,New York City,New York,10009,East,Office Supplies,Appliances,58.73,7,14.6825
11/26/2017,Frank Gastineau,Home Office,New York City,New York,10009,East,Office Supplies,Binders,93.344,4,32.6704
10/23/2016,Alejandro Ballentine,Home Office,Seattle,Washington,98103,West,Office Supplies,Fasteners,17.05,5,8.184
12/14/2015,Rick Duston,Consumer,San Diego,California,92105,West,Office Supplies,Binders,8.096,2,2.7324
11/13/2016,Tom Stivers,Corporate,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,30.36,4,13.0548
9/29/2017,Joseph Airdo,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,23.34,3,10.9698
9/29/2017,Joseph Airdo,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Paper,51.55,5,24.2285
11/8/2015,Shaun Weien,Consumer,San Francisco,California,94109,West,Technology,Accessories,119.9,2,43.164
4/1/2016,Frank Preis,Consumer,New York City,New York,10009,East,Furniture,Chairs,1317.492,6,292.776
4/1/2016,Frank Preis,Consumer,New York City,New York,10009,East,Office Supplies,Supplies,63.84,8,18.5136
4/1/2016,Frank Preis,Consumer,New York City,New York,10009,East,Office Supplies,Binders,3.592,1,1.1225
2/2/2017,John Lee,Consumer,Los Angeles,California,90045,West,Furniture,Furnishings,86.26,2,29.3284
2/2/2017,John Lee,Consumer,Los Angeles,California,90045,West,Office Supplies,Storage,139.04,4,38.9312
2/2/2017,John Lee,Consumer,Los Angeles,California,90045,West,Office Supplies,Appliances,46.8,4,16.38
12/24/2017,James Lanier,Home Office,Chandler,Arizona,85224,West,Furniture,Furnishings,8.544,4,1.9224
12/24/2017,James Lanier,Home Office,Chandler,Arizona,85224,West,Furniture,Chairs,842.376,3,105.297
6/21/2014,James Galang,Consumer,Long Beach,New York,11561,East,Technology,Phones,1214.85,3,352.3065
3/6/2017,Sally Hughsby,Corporate,San Francisco,California,94109,West,Office Supplies,Storage,67.78,2,16.945
9/25/2017,Luke Schmidt,Corporate,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5,10.374
6/30/2014,Cari Schnelling,Consumer,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.84
6/30/2014,Cari Schnelling,Consumer,New York City,New York,10011,East,Office Supplies,Art,6.6,3,2.904
8/7/2015,Kelly Williams,Consumer,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,28.4,4,13.064
8/7/2015,Kelly Williams,Consumer,Kirkwood,Missouri,63122,Central,Furniture,Furnishings,212.94,3,34.0704
6/30/2017,Gary Hansen,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,1001.584,2,125.198
6/30/2017,Gary Hansen,Home Office,Chicago,Illinois,60653,Central,Furniture,Chairs,569.058,3,-178.8468
6/30/2017,Gary Hansen,Home Office,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.224,2,-10.3124
10/26/2015,Andrew Gjertsen,Corporate,Peoria,Arizona,85345,West,Technology,Phones,105.584,2,9.2386
10/26/2015,Andrew Gjertsen,Corporate,Peoria,Arizona,85345,West,Technology,Phones,68.72,2,-14.603
7/30/2014,Tom Stivers,Corporate,Seattle,Washington,98103,West,Furniture,Bookcases,1367.84,8,259.8896
11/18/2016,Ashley Jarboe,Consumer,Taylor,Michigan,48180,Central,Furniture,Chairs,301.96,2,33.2156
7/6/2015,Sarah Jordon,Consumer,Pasadena,California,91104,West,Furniture,Chairs,170.352,3,-17.0352
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2,1.521
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Office Supplies,Paper,12.84,3,5.778
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Office Supplies,Paper,15.84,3,7.128
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Furniture,Chairs,563.94,3,112.788
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,62.94,3,11.9586
11/10/2014,Sam Craven,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,535.41,3,160.623
5/27/2016,Laura Armstrong,Corporate,Detroit,Michigan,48205,Central,Furniture,Chairs,3504.9,5,700.98
5/27/2016,Laura Armstrong,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Paper,144.12,3,69.1776
5/27/2016,Laura Armstrong,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Paper,314.55,3,150.984
3/8/2015,Fred Chung,Corporate,Pueblo,Colorado,81001,West,Office Supplies,Art,3.408,1,0.8946
10/19/2017,Christina Anderson,Consumer,Waco,Texas,76706,Central,Office Supplies,Binders,2.072,2,-3.5224
10/19/2017,Christina Anderson,Consumer,Waco,Texas,76706,Central,Furniture,Bookcases,328.3992,3,-91.7586
11/5/2016,Joseph Holt,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,53.248,2,19.968
12/26/2016,Anthony Johnson,Corporate,New York City,New York,10024,East,Office Supplies,Binders,4.992,3,1.6848
4/13/2015,Bill Tyler,Corporate,Los Angeles,California,90036,West,Furniture,Furnishings,37.68,2,15.8256
4/13/2015,Bill Tyler,Corporate,Los Angeles,California,90036,West,Technology,Phones,258.576,2,19.3932
4/13/2015,Bill Tyler,Corporate,Los Angeles,California,90036,West,Office Supplies,Appliances,75.84,2,29.5776
9/12/2017,Don Jones,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,45.36,7,21.7728
9/12/2017,Don Jones,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Binders,45.78,3,22.89
9/24/2017,Anna Gayman,Consumer,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3,10.0725
9/24/2017,Anna Gayman,Consumer,Columbus,Georgia,31907,South,Office Supplies,Binders,38.71,7,17.8066
10/10/2015,John Dryer,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Storage,1801.632,6,-337.806
11/27/2015,Eugene Hildebrand,Home Office,Philadelphia,Pennsylvania,19140,East,Technology,Phones,748.752,8,-162.2296
9/13/2015,Zuschuss Carroll,Consumer,Columbus,Indiana,47201,Central,Technology,Accessories,199.96,4,15.9968
9/13/2015,Zuschuss Carroll,Consumer,Columbus,Indiana,47201,Central,Furniture,Chairs,1516.2,7,394.212
11/14/2017,Xylona Preis,Consumer,Pasadena,Texas,77506,Central,Technology,Accessories,167.952,6,-27.2922
11/14/2017,Xylona Preis,Consumer,Pasadena,Texas,77506,Central,Office Supplies,Art,45.04,2,4.504
5/5/2017,Darren Koutras,Consumer,San Francisco,California,94122,West,Office Supplies,Envelopes,23.16,2,11.58
11/28/2014,Chris Selesnick,Corporate,Columbia,South Carolina,29203,South,Furniture,Furnishings,397.6,5,43.736
11/28/2014,Chris Selesnick,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Paper,85.96,7,40.4012
11/28/2014,Chris Selesnick,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Art,13.12,4,4.3296
11/28/2014,Chris Selesnick,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Binders,45.66,3,22.3734
5/10/2014,Arianne Irving,Consumer,Kent,Washington,98031,West,Office Supplies,Envelopes,158.13,3,77.4837
5/10/2014,Arianne Irving,Consumer,Kent,Washington,98031,West,Technology,Phones,43.6,5,4.36
3/3/2016,Alex Avila,Consumer,Round Rock,Texas,78664,Central,Office Supplies,Supplies,3930.072,3,-786.0144
3/3/2016,Alex Avila,Consumer,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,2.304,1,0.7776
3/3/2016,Alex Avila,Consumer,Round Rock,Texas,78664,Central,Technology,Phones,431.976,3,32.3982
3/3/2016,Alex Avila,Consumer,Round Rock,Texas,78664,Central,Technology,Accessories,41.72,7,5.7365
8/15/2015,Richard Eichhorn,Consumer,Oakland,California,94601,West,Furniture,Furnishings,104.23,7,28.1421
8/15/2015,Richard Eichhorn,Consumer,Oakland,California,94601,West,Office Supplies,Storage,70.26,3,18.9702
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Art,9.26,2,3.0558
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,4.2392
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Fasteners,1.24,1,0.5828
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,9.936
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,14.161
9/12/2015,Tamara Manning,Consumer,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,12.7746
1/12/2015,Yana Sorensen,Corporate,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,120.9468
5/12/2015,Annie Zypern,Consumer,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,9.8901
9/26/2016,Chuck Magee,Consumer,Redlands,California,92374,West,Office Supplies,Storage,51.45,3,13.8915
9/26/2016,Chuck Magee,Consumer,Redlands,California,92374,West,Office Supplies,Labels,7.83,3,3.6018
9/26/2016,Chuck Magee,Consumer,Redlands,California,92374,West,Office Supplies,Art,35.4,5,13.452
9/26/2016,Chuck Magee,Consumer,Redlands,California,92374,West,Office Supplies,Paper,29.9,5,13.455
9/9/2017,Joy Bell-,Consumer,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,8.2156
4/15/2017,Noel Staavos,Corporate,Los Angeles,California,90049,West,Office Supplies,Paper,79.14,3,36.4044
6/10/2017,Linda Cazamias,Corporate,New York City,New York,10011,East,Office Supplies,Art,8.4,5,4.2
9/1/2017,Cynthia Arntzen,Consumer,Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,134.5302
6/14/2014,Sharelle Roach,Home Office,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,57.4938
5/18/2017,Paul Prost,Home Office,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,197.9208
5/18/2017,Paul Prost,Home Office,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,2.299
5/18/2017,Paul Prost,Home Office,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,20.7312
9/12/2017,John Murray,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,79.8912
6/21/2016,Adam Shillingsburg,Consumer,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,12.796
6/21/2016,Adam Shillingsburg,Consumer,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,60.4968
6/21/2016,Adam Shillingsburg,Consumer,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,-44.196
11/26/2014,Lindsay Shagiari,Home Office,San Francisco,California,94109,West,Office Supplies,Paper,81.98,2,40.1702
3/19/2017,Sue Ann Reed,Consumer,Fresno,California,93727,West,Office Supplies,Binders,14.624,2,5.1184
3/19/2017,Sue Ann Reed,Consumer,Fresno,California,93727,West,Furniture,Tables,697.16,5,8.7145
3/19/2017,Sue Ann Reed,Consumer,Fresno,California,93727,West,Furniture,Furnishings,30.93,1,12.6813
3/19/2017,Sue Ann Reed,Consumer,Fresno,California,93727,West,Office Supplies,Binders,27.496,7,9.2799
10/18/2014,Luke Schmidt,Corporate,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,145.2816
8/22/2017,Tony Molinari,Consumer,San Francisco,California,94110,West,Furniture,Tables,210.008,1,2.6251
11/19/2016,Tim Taslimi,Corporate,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3,15.9384
9/20/2014,Duane Noonan,Consumer,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,50.9082
9/20/2014,Duane Noonan,Consumer,Columbia,Maryland,21044,East,Furniture,Bookcases,362.94,3,36.294
9/20/2014,Duane Noonan,Consumer,Columbia,Maryland,21044,East,Technology,Accessories,59.98,2,26.3912
9/11/2016,Eugene Barchas,Consumer,San Jose,California,95123,West,Office Supplies,Storage,332.94,3,6.6588
9/11/2016,Eugene Barchas,Consumer,San Jose,California,95123,West,Office Supplies,Binders,39.872,2,12.9584
9/23/2016,Candace McMahon,Corporate,Seattle,Washington,98115,West,Office Supplies,Supplies,13.68,2,3.6936
8/4/2017,Harry Marie,Corporate,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,-5.6406
7/25/2016,Katherine Murray,Home Office,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1,4.8024
8/2/2016,Barry Französisch,Corporate,Los Angeles,California,90032,West,Furniture,Tables,136.464,2,15.3522
8/2/2016,Barry Französisch,Corporate,Los Angeles,California,90032,West,Technology,Phones,333.576,3,33.3576
8/2/2016,Barry Französisch,Corporate,Los Angeles,California,90032,West,Office Supplies,Binders,12.544,2,4.704
5/21/2015,Joel Eaton,Consumer,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,-52.9584
11/3/2017,Eva Jacobs,Consumer,Seattle,Washington,98105,West,Technology,Accessories,43.5,3,10.875
4/16/2015,Brad Norvell,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,4.0872
12/12/2016,Erin Creighton,Consumer,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,19.996
12/12/2016,Erin Creighton,Consumer,Columbus,Georgia,31907,South,Office Supplies,Paper,49.12,4,23.0864
10/30/2015,Thomas Thornton,Consumer,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3,53.0439
3/7/2014,Nora Pelletier,Home Office,Des Moines,Washington,98198,West,Office Supplies,Binders,107.648,2,33.64
3/5/2015,Alan Haines,Corporate,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,-7.098
3/5/2015,Alan Haines,Corporate,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2,-5.4548
8/8/2016,Charles Crestani,Consumer,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2,4.752
1/3/2017,Delfina Latchford,Consumer,Rancho Cucamonga,California,91730,West,Office Supplies,Paper,38.88,6,18.6624
10/9/2017,Xylona Preis,Consumer,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5,16.544
10/20/2017,Matt Abelman,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.528,3,15.9348
9/7/2014,Sam Zeldin,Home Office,Houston,Texas,77036,Central,Technology,Phones,196.776,3,14.7582
9/7/2014,Sam Zeldin,Home Office,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,-4.818
9/7/2014,Sam Zeldin,Home Office,Houston,Texas,77036,Central,Furniture,Tables,200.795,1,-22.948
9/7/2014,Sam Zeldin,Home Office,Houston,Texas,77036,Central,Technology,Accessories,46.688,4,-2.918
9/7/2014,Sam Zeldin,Home Office,Houston,Texas,77036,Central,Office Supplies,Art,21.864,3,3.5529
9/30/2017,Cari Sayre,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,11.76,2,5.7624
9/30/2017,Cari Sayre,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,167.94,3,82.2906
9/30/2017,Cari Sayre,Corporate,Seattle,Washington,98103,West,Office Supplies,Appliances,3.89,1,1.0114
11/16/2017,Mick Hernandez,Home Office,Yonkers,New York,10701,East,Technology,Machines,52.44,4,24.1224
9/11/2017,Cassandra Brandow,Consumer,San Francisco,California,94110,West,Furniture,Furnishings,32.36,4,11.6496
9/11/2017,Cassandra Brandow,Consumer,San Francisco,California,94110,West,Office Supplies,Appliances,406.6,5,113.848
1/16/2017,Jack O'Briant,Corporate,Los Angeles,California,90008,West,Furniture,Furnishings,27.92,4,8.0968
1/16/2017,Jack O'Briant,Corporate,Los Angeles,California,90008,West,Furniture,Tables,399.672,7,-14.9877
11/26/2016,Pete Armstrong,Home Office,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,-2.6208
11/7/2015,Stewart Visinsky,Consumer,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,178.8
12/14/2017,Kelly Lampkin,Corporate,Fayetteville,Arkansas,72701,South,Technology,Accessories,159.8,4,70.312
12/14/2017,Kelly Lampkin,Corporate,Fayetteville,Arkansas,72701,South,Technology,Accessories,44.75,5,8.5025
9/13/2014,Becky Castell,Home Office,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,-9.7176
12/7/2014,Patrick O'Brill,Consumer,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,48.5392
9/7/2017,Anna Gayman,Consumer,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,13.48,1,1.8872
10/7/2017,Dean Braden,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,22.2352
9/5/2015,Sung Pak,Corporate,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,2.9568
9/5/2015,Sung Pak,Corporate,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,17.3148
3/30/2014,Dorris liebe,Corporate,Seattle,Washington,98105,West,Office Supplies,Storage,15.84,3,0
3/30/2014,Dorris liebe,Corporate,Seattle,Washington,98105,West,Office Supplies,Labels,44.4,3,22.2
5/5/2017,Lisa Hazard,Consumer,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.24,9,7.434
5/5/2017,Lisa Hazard,Consumer,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,-7.3232
5/5/2017,Lisa Hazard,Consumer,Louisville,Colorado,80027,West,Furniture,Bookcases,89.991,3,-152.9847
4/30/2017,Alan Dominguez,Home Office,San Francisco,California,94122,West,Office Supplies,Paper,163.96,4,80.3404
9/8/2014,Kean Takahito,Consumer,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,6.2664
9/8/2014,Kean Takahito,Consumer,Houston,Texas,77036,Central,Furniture,Chairs,966.7,5,-13.81
9/8/2014,Kean Takahito,Consumer,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,61.4628
6/20/2017,Pauline Johnson,Consumer,Miami,Florida,33180,South,Office Supplies,Storage,4.464,1,0.3348
12/26/2015,Mick Crebagga,Consumer,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,-15.4764
8/15/2017,Bill Overfelt,Corporate,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,23.184
3/4/2017,Darren Powers,Consumer,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,32.4684
7/27/2017,Tony Molinari,Consumer,Yonkers,New York,10701,East,Furniture,Furnishings,14.89,1,4.0203
7/27/2017,Tony Molinari,Consumer,Yonkers,New York,10701,East,Technology,Phones,543.92,8,135.98
9/23/2016,Darrin Van Huff,Corporate,San Diego,California,92037,West,Office Supplies,Envelopes,4.08,2,1.9176
9/23/2016,Darrin Van Huff,Corporate,San Diego,California,92037,West,Office Supplies,Labels,18.9,3,8.694
5/30/2016,Anna Häberlin,Corporate,Springfield,Virginia,22153,South,Furniture,Tables,2275.5,10,386.835
5/30/2016,Anna Häberlin,Corporate,Springfield,Virginia,22153,South,Technology,Accessories,1979.7,6,653.301
5/30/2016,Anna Häberlin,Corporate,Springfield,Virginia,22153,South,Office Supplies,Labels,62.1,6,29.808
11/16/2014,Alan Barnes,Consumer,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,-1.0656
9/21/2014,Joni Sundaresam,Home Office,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,-7.476
2/21/2016,Benjamin Venier,Corporate,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,28.959
2/21/2016,Benjamin Venier,Corporate,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,80.0199
2/21/2016,Benjamin Venier,Corporate,Oceanside,New York,11572,East,Technology,Phones,39.98,2,1.999
11/19/2017,Nathan Cano,Consumer,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,-46.3998
11/19/2017,Nathan Cano,Consumer,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,3.912
11/19/2017,Nathan Cano,Consumer,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,-2287.782
8/21/2016,Stephanie Ulpright,Home Office,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,3.3408
8/21/2016,Stephanie Ulpright,Home Office,Greenville,North Carolina,27834,South,Office Supplies,Supplies,28.048,2,3.506
4/30/2017,Don Jones,Corporate,San Francisco,California,94110,West,Furniture,Furnishings,64.96,2,21.4368
4/30/2017,Don Jones,Corporate,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,14.9744
5/2/2016,Dan Lawera,Consumer,Greensboro,North Carolina,27405,South,Furniture,Chairs,187.056,9,11.691
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,1.3284
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Furniture,Furnishings,9.656,1,1.5691
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Office Supplies,Paper,20.736,4,7.2576
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,-21.888
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,-1002.7836
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,-26.2476
10/2/2017,Dean percer,Home Office,Knoxville,Tennessee,37918,South,Furniture,Furnishings,19.76,2,5.928
9/18/2017,Tamara Manning,Consumer,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,7.98
12/4/2015,Tracy Zic,Consumer,Lakewood,California,90712,West,Office Supplies,Art,16.9,5,6.253
12/4/2015,Tracy Zic,Consumer,Lakewood,California,90712,West,Furniture,Furnishings,25.08,6,9.0288
1/17/2015,Scott Cohen,Corporate,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.68,2,2.004
1/6/2014,Lycoris Saunders,Consumer,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,9.3312
3/5/2015,Mike Vittorini,Consumer,Houston,Texas,77036,Central,Technology,Phones,31.92,2,2.394
12/25/2016,Brian DeCherney,Consumer,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,11.7488
9/4/2016,Christina VanderZanden,Consumer,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,24.9366
9/4/2016,Christina VanderZanden,Consumer,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,20.4525
9/4/2016,Christina VanderZanden,Consumer,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,6.5888
8/26/2014,Karl Braun,Consumer,Newark,Delaware,19711,East,Furniture,Furnishings,10.68,4,4.0584
8/26/2014,Karl Braun,Consumer,Newark,Delaware,19711,East,Office Supplies,Paper,17.34,3,8.4966
8/26/2014,Karl Braun,Consumer,Newark,Delaware,19711,East,Office Supplies,Paper,3.38,1,1.5548
5/21/2015,Michelle Ellison,Corporate,Seattle,Washington,98105,West,Office Supplies,Binders,26.976,4,8.7672
10/16/2017,Anthony Jacobs,Corporate,Scottsdale,Arizona,85254,West,Office Supplies,Paper,307.776,7,111.5688
11/9/2015,Dianna Vittorini,Consumer,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,4.891
11/9/2015,Dianna Vittorini,Consumer,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,5.7528
11/9/2015,Dianna Vittorini,Consumer,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,6.0114
11/9/2015,Dianna Vittorini,Consumer,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,53.997
11/21/2014,Jason Klamczynski,Corporate,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.5508
11/21/2014,Jason Klamczynski,Corporate,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,16.7475
10/11/2015,Shahid Hopkins,Consumer,Rochester,New York,14609,East,Technology,Accessories,31.95,1,2.2365
3/21/2017,Steven Cartwright,Consumer,Los Angeles,California,90045,West,Office Supplies,Storage,725.84,4,210.4936
3/21/2017,Steven Cartwright,Consumer,Los Angeles,California,90045,West,Office Supplies,Binders,10.896,3,3.9498
3/21/2017,Steven Cartwright,Consumer,Los Angeles,California,90045,West,Office Supplies,Binders,8.544,2,2.8836
1/4/2015,Chris Selesnick,Corporate,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,15.5232
1/4/2015,Chris Selesnick,Corporate,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,19.95
12/9/2017,Lena Hernandez,Consumer,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,48.5514
9/6/2016,Yoseph Carroll,Corporate,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,15.196
9/6/2016,Yoseph Carroll,Corporate,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,37.0782
