Order Date,Customer Name,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit
22-08-2018,Dorothy Dickinson,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.312,2,-6.8992
07-09-2017,Marc Crier,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,2,0.2792
07-09-2017,Marc Crier,Consumer,New York City,New York,East,Furniture,Tables,27.414,3,-14.1639
25-12-2017,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Technology,Phones,73.98,2,19.9746
25-12-2017,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,160.98,1,20.9274
25-12-2017,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,17.34,3,8.4966
25-12-2017,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Office Supplies,Art,3.28,1,0.9512
02-05-2017,Noah Childs,Corporate,Houston,Texas,Central,Office Supplies,Labels,8.856,3,2.9889
02-05-2017,Noah Childs,Corporate,Houston,Texas,Central,Technology,Phones,158.376,3,13.8579
24-11-2018,Amy Cox,Consumer,Seattle,Washington,West,Office Supplies,Binders,1219.96,5,381.2375
24-11-2017,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Binders,3.168,2,0.99
24-11-2017,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,9.3312
24-11-2017,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Storage,454.86,7,54.5832
24-11-2017,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Binders,91.392,8,29.7024
04-09-2019,Michael Moore,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,19.04,4,-1.428
11-05-2019,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.44,6,16.848
11-05-2019,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Labels,37.59,3,17.6673
11-05-2019,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Binders,26.032,2,9.4366
11-05-2016,Brooke Gillingham,Corporate,Watertown,New York,East,Office Supplies,Appliances,35.91,3,9.6957
27-07-2019,Mike Gockenbach,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,91.032,3,-2.2758
06-05-2019,Gary Zandusky,Consumer,Arlington,Virginia,South,Office Supplies,Art,54.66,6,18.0378
19-09-2016,John Lee,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,67.344,6,7.5762
19-09-2016,John Lee,Consumer,Charlotte,North Carolina,South,Technology,Machines,2624.985,3,-944.9946
29-03-2017,Denny Ordway,Consumer,Seattle,Washington,West,Office Supplies,Appliances,73.28,4,21.2512
18-11-2016,Ann Blume,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,14.48,5,-23.892
02-07-2017,Karl Braun,Consumer,Hollywood,Florida,South,Office Supplies,Paper,11.952,3,4.0338
02-07-2017,Karl Braun,Consumer,Hollywood,Florida,South,Office Supplies,Paper,15.552,3,5.6376
08-09-2016,Ted Trevino,Consumer,Chesapeake,Virginia,South,Office Supplies,Fasteners,45,9,21.6
08-09-2016,Ted Trevino,Consumer,Chesapeake,Virginia,South,Technology,Machines,209.97,3,90.2871
02-10-2019,Paul Van Hugh,Home Office,Los Angeles,California,West,Office Supplies,Binders,112.12,5,42.045
02-10-2019,Paul Van Hugh,Home Office,Los Angeles,California,West,Office Supplies,Storage,1575.14,7,204.7682
19-11-2019,Dorothy Dickinson,Consumer,Alexandria,Virginia,South,Office Supplies,Fasteners,25.06,7,12.53
30-12-2018,Keith Dawkins,Corporate,Deer Park,Texas,Central,Office Supplies,Binders,6.924,6,-10.386
01-12-2019,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,37.392,3,2.337
01-12-2019,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,79.12,5,13.846
13-06-2018,Sonia Sunley,Consumer,Wichita,Kansas,Central,Office Supplies,Labels,18.9,3,8.694
19-05-2016,John Huston,Consumer,Midland,Michigan,Central,Office Supplies,Binders,57.42,9,26.4132
30-01-2019,Eugene Hildebrand,Home Office,San Francisco,California,West,Office Supplies,Art,12.74,7,5.733
30-01-2019,Eugene Hildebrand,Home Office,San Francisco,California,West,Office Supplies,Art,8.82,3,2.3814
30-01-2019,Eugene Hildebrand,Home Office,San Francisco,California,West,Furniture,Chairs,120.784,1,-13.5882
28-11-2017,Tom Prescott,Consumer,Freeport,New York,East,Furniture,Furnishings,322.59,3,64.518
23-10-2019,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Binders,9.762,3,-15.1311
23-10-2019,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Storage,13.72,1,1.2005
23-10-2019,Randy Bradley,Consumer,Austin,Texas,Central,Technology,Accessories,55.2,1,-2.07
23-10-2019,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Storage,259.136,4,-58.3056
07-09-2019,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,29.24,5,9.8685
07-09-2019,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,5.4432
07-09-2019,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,4.896,3,1.6524
29-12-2018,Michael Paige,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,38.088,4,-27.9312
29-12-2018,Michael Paige,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,2.808,3,-1.9656
05-12-2017,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2,0.5998
05-12-2017,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,26.064,6,-19.9824
01-11-2016,Suzanne McNair,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,15.696,3,5.1012
16-04-2018,Arthur Prichep,Consumer,Columbus,Georgia,South,Office Supplies,Art,12.84,3,3.7236
14-05-2019,Amy Hunt,Consumer,New York City,New York,East,Technology,Phones,539.97,3,134.9925
14-05-2019,Amy Hunt,Consumer,New York City,New York,East,Office Supplies,Storage,22.58,2,5.8708
14-03-2017,Emily Phan,Consumer,Dover,New Hampshire,East,Office Supplies,Labels,16.52,4,7.5992
14-03-2017,Emily Phan,Consumer,Dover,New Hampshire,East,Office Supplies,Binders,671.94,3,315.8118
14-01-2019,Tracy Poddar,Corporate,Aurora,Colorado,West,Technology,Accessories,169.064,7,-14.7931
14-01-2019,Tracy Poddar,Corporate,Aurora,Colorado,West,Office Supplies,Storage,168.624,9,14.7546
08-03-2017,Anthony Rawles,Corporate,Long Beach,New York,East,Office Supplies,Paper,19.44,3,9.3312
11-10-2016,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,31.92,4,8.2992
11-10-2016,Helen Andreada,Consumer,Pasadena,California,West,Furniture,Chairs,433.568,2,-65.0352
13-04-2017,Heather Jas,Home Office,Mesa,Arizona,West,Office Supplies,Paper,31.104,6,10.8864
13-04-2017,Heather Jas,Home Office,Mesa,Arizona,West,Office Supplies,Paper,54.816,3,17.8152
16-11-2019,Jay Kimmel,Consumer,Fresno,California,West,Office Supplies,Storage,48.86,7,0.9772
01-07-2018,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,14.2,2,6.532
01-07-2018,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Paper,12.96,2,6.2208
01-07-2018,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,58.34,2,28.0032
29-11-2017,Eileen Kiefer,Home Office,Santa Ana,California,West,Office Supplies,Art,56.3,2,15.764
07-04-2016,Roland Schwarz,Corporate,Columbia,South Carolina,South,Technology,Phones,629.95,5,163.787
07-04-2016,Roland Schwarz,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,122.97,3,60.2553
16-06-2018,Bill Donatelli,Consumer,Los Angeles,California,West,Office Supplies,Paper,46.35,5,21.7845
06-03-2019,Ben Ferrer,Home Office,San Francisco,California,West,Office Supplies,Binders,14.976,9,5.4288
07-10-2019,Joe Kamberova,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.24,5,-6.36
06-10-2019,Cyra Reiten,Home Office,New York City,New York,East,Technology,Accessories,319.96,4,115.1856
06-10-2019,Cyra Reiten,Home Office,New York City,New York,East,Office Supplies,Paper,17.04,3,7.668
06-10-2019,Cyra Reiten,Home Office,New York City,New York,East,Office Supplies,Storage,344.91,3,10.3473
05-12-2018,Aleksandra Gannaway,Corporate,Franklin,Massachusetts,East,Furniture,Bookcases,81.94,1,20.485
21-10-2018,Charles McCrossin,Consumer,Baltimore,Maryland,East,Technology,Accessories,98.16,6,9.816
18-05-2019,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,6.874,7,-10.6547
18-05-2019,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,1.996,1,-3.2934
18-05-2019,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Storage,8.928,2,0.6696
26-09-2018,Charles Sheldon,Corporate,Iowa City,Iowa,Central,Office Supplies,Paper,9.99,1,4.4955
17-11-2019,Hunter Lopez,Consumer,Newark,Delaware,East,Technology,Copiers,10499.97,3,5039.9856
08-07-2017,Darrin Martin,Consumer,Houston,Texas,Central,Office Supplies,Paper,21.12,5,6.6
16-11-2017,Heather Kirkland,Corporate,Boise,Idaho,West,Furniture,Tables,696.42,2,160.1766
16-11-2017,Heather Kirkland,Corporate,Boise,Idaho,West,Technology,Phones,304.776,3,22.8582
18-06-2017,Bruce Geld,Consumer,San Diego,California,West,Office Supplies,Art,51.98,2,15.0742
08-04-2018,Clytie Kelty,Consumer,Los Angeles,California,West,Furniture,Furnishings,24.7,5,10.374
18-04-2017,Roland Fjeld,Consumer,New York City,New York,East,Office Supplies,Labels,21.93,3,10.3071
03-12-2018,Caroline Jumper,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,394.816,4,93.7688
03-12-2018,Caroline Jumper,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.192,4,-14.5536
10-12-2017,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Labels,7.31,1,3.4357
10-12-2017,Matt Abelman,Home Office,New York City,New York,East,Technology,Copiers,799.984,2,249.995
10-12-2017,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Paper,41.28,6,18.9888
10-12-2017,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Paper,184.66,7,84.9436
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Art,49.25,5,18.715
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Paper,10.16,2,4.7752
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,14.76,2,4.2804
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,34.08,2,15.6768
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,17.67,3,7.7748
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Chairs,1604.9,5,481.47
31-10-2016,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Tables,385.686,1,-60.6078
09-12-2019,Angele Hood,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,15.984,2,4.995
05-05-2016,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,9.42,3,4.239
05-05-2016,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Art,6.56,2,1.9024
05-05-2016,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,24.56,2,11.5432
04-03-2018,Rick Duston,Consumer,Mishawaka,Indiana,Central,Office Supplies,Binders,128.4,3,64.2
30-11-2016,Jeremy Lonsdale,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,62.28,4,29.2716
18-02-2017,Ann Blume,Corporate,Los Angeles,California,West,Office Supplies,Labels,9.24,3,4.4352
01-04-2019,Nick Crebassa,Corporate,San Francisco,California,West,Furniture,Bookcases,482.664,8,85.176
01-04-2019,Nick Crebassa,Corporate,San Francisco,California,West,Technology,Machines,4799.984,2,359.9988
11-06-2019,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.94,2,18.2112
11-06-2019,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Binders,18.288,6,6.6294
11-06-2019,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Technology,Machines,385.8,5,130.2075
11-06-2019,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Storage,102.96,2,1.0296
11-06-2019,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Furniture,Bookcases,174.42,3,41.8608
30-09-2018,Sarah Jordon,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,1.964,2,-3.2406
13-12-2016,Ellis Ballard,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,94.428,3,-42.4926
11-11-2019,William Brown,Consumer,Urbandale,Iowa,Central,Office Supplies,Fasteners,45.92,4,21.5824
05-01-2017,Steven Roelle,Home Office,Seattle,Washington,West,Furniture,Chairs,61.584,1,-6.9282
24-03-2018,Vivek Grady,Corporate,Richmond,Indiana,Central,Office Supplies,Paper,22.48,1,10.3408
05-07-2019,Linda Southworth,Corporate,Dallas,Texas,Central,Furniture,Furnishings,332.028,9,-348.6294
05-07-2019,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Binders,11.394,9,-17.6607
05-07-2019,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,5.6376
05-07-2019,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Paper,31.104,6,11.2752
05-07-2019,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Binders,6.316,1,-10.4214
21-09-2016,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.352,3,4.1151
21-09-2016,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,20.808,9,7.0227
23-07-2018,Neil Französisch,Home Office,Rockford,Illinois,Central,Office Supplies,Binders,11.416,4,-18.8364
29-08-2019,Michael Dominguez,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,9.408,7,0.7056
26-03-2019,Maria Zettner,Home Office,Seattle,Washington,West,Office Supplies,Art,19.83,1,5.949
29-12-2019,Ken Brennan,Corporate,Grand Rapids,Michigan,Central,Office Supplies,Paper,209.7,2,100.656
20-09-2016,Michelle Arnett,Home Office,Los Angeles,California,West,Office Supplies,Appliances,43.92,4,11.8584
20-09-2016,Michelle Arnett,Home Office,Los Angeles,California,West,Office Supplies,Binders,20.232,3,6.5754
04-04-2018,Maria Etezadi,Home Office,Springfield,Virginia,South,Technology,Phones,149.97,3,5.9988
04-04-2018,Maria Etezadi,Home Office,Springfield,Virginia,South,Office Supplies,Paper,27.81,3,13.0707
26-03-2016,Jonathan Doherty,Corporate,Los Angeles,California,West,Technology,Accessories,66.3,3,8.619
28-11-2019,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Office Supplies,Art,1.64,1,0.738
28-11-2019,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Furniture,Furnishings,1049.2,5,272.792
28-11-2019,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Furniture,Furnishings,20.9,5,7.524
01-12-2018,Shirley Jackson,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,88.08,6,40.5168
01-12-2018,Shirley Jackson,Consumer,Fairfield,Connecticut,East,Furniture,Chairs,751.92,4,150.384
19-09-2016,Bill Shonely,Corporate,New York City,New York,East,Furniture,Chairs,887.103,7,177.4206
23-10-2017,Ralph Arnett,Consumer,Lakeland,Florida,South,Technology,Phones,55.944,7,-13.2867
23-10-2017,Ralph Arnett,Consumer,Lakeland,Florida,South,Office Supplies,Art,10.688,2,2.2712
23-10-2017,Ralph Arnett,Consumer,Lakeland,Florida,South,Technology,Phones,11.824,2,1.0346
13-10-2019,Troy Staebel,Consumer,Freeport,Illinois,Central,Office Supplies,Paper,63.312,3,20.5764
13-10-2019,Troy Staebel,Consumer,Freeport,Illinois,Central,Office Supplies,Binders,96.784,4,-145.176
13-10-2019,Troy Staebel,Consumer,Freeport,Illinois,Central,Furniture,Furnishings,10.476,3,-6.8094
04-09-2017,Ken Black,Corporate,Medford,Oregon,West,Office Supplies,Binders,9.762,2,-6.8334
14-03-2018,Muhammed MacIntyre,Corporate,Seattle,Washington,West,Furniture,Chairs,196.784,2,-22.1382
28-10-2019,Lori Olson,Corporate,New York City,New York,East,Office Supplies,Envelopes,47.98,2,23.99
15-10-2019,Ricardo Sperren,Corporate,Fairfield,Connecticut,East,Office Supplies,Labels,13.05,5,6.003
07-08-2019,Cindy Chapman,Consumer,Moorhead,Minnesota,Central,Technology,Accessories,63.96,4,19.8276
21-09-2019,Kean Thornton,Consumer,Columbus,Georgia,South,Office Supplies,Appliances,80.48,1,24.144
03-11-2019,Darrin Martin,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,11.673,3,-7.782
05-11-2018,Emily Phan,Consumer,Houston,Texas,Central,Furniture,Tables,863.128,8,-160.2952
05-11-2018,Emily Phan,Consumer,Houston,Texas,Central,Office Supplies,Binders,3.564,3,-6.237
05-11-2018,Emily Phan,Consumer,Houston,Texas,Central,Furniture,Bookcases,956.6648,7,-225.0976
05-11-2018,Emily Phan,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.588,3,-20.1408
05-11-2018,Emily Phan,Consumer,Houston,Texas,Central,Technology,Accessories,171.96,5,45.1395
25-06-2019,Anne McFarland,Consumer,Seattle,Washington,West,Furniture,Tables,871.4,4,148.138
26-11-2017,Stefanie Holloman,Corporate,Jackson,Tennessee,South,Furniture,Furnishings,692.472,11,190.4298
24-11-2018,Laura Armstrong,Corporate,Baltimore,Maryland,East,Furniture,Furnishings,207.76,4,85.1816
21-07-2019,Sarah Foster,Consumer,Murray,Utah,West,Technology,Phones,71.928,9,6.2937
21-07-2019,Sarah Foster,Consumer,Murray,Utah,West,Office Supplies,Art,25.99,1,7.5371
23-10-2017,Andrew Gjertsen,Corporate,Seattle,Washington,West,Office Supplies,Binders,3.592,1,1.1225
09-07-2017,Kean Nguyen,Corporate,Dallas,Texas,Central,Office Supplies,Appliances,48.632,2,-121.58
18-08-2019,Nicole Fjeld,Home Office,Seattle,Washington,West,Office Supplies,Storage,323.1,2,61.389
16-04-2018,Bill Shonely,Corporate,Lakewood,New Jersey,East,Technology,Machines,9099.93,7,2365.9818
16-04-2018,Bill Shonely,Corporate,Lakewood,New Jersey,East,Furniture,Furnishings,9.96,2,3.2868
16-04-2018,Bill Shonely,Corporate,Lakewood,New Jersey,East,Office Supplies,Binders,25.3,5,11.891
14-11-2016,Robert Marley,Home Office,New York City,New York,East,Office Supplies,Paper,11.36,2,5.2256
14-11-2016,Robert Marley,Home Office,New York City,New York,East,Furniture,Chairs,69.264,2,14.6224
20-12-2016,Adrian Barton,Consumer,Indianapolis,Indiana,Central,Office Supplies,Labels,3.69,1,1.7343
20-12-2016,Adrian Barton,Consumer,Indianapolis,Indiana,Central,Office Supplies,Binders,1103.97,3,496.7865
21-11-2017,Carol Adams,Corporate,Port Arthur,Texas,Central,Furniture,Bookcases,246.1328,2,-76.0116
21-11-2017,Carol Adams,Corporate,Port Arthur,Texas,Central,Office Supplies,Labels,11.696,2,3.9474
21-11-2017,Carol Adams,Corporate,Port Arthur,Texas,Central,Technology,Copiers,439.992,1,164.997
28-12-2019,Erica Hernandez,Home Office,Nashville,Tennessee,South,Office Supplies,Storage,64.784,1,-12.9568
17-05-2017,Odella Nelson,Corporate,Houston,Texas,Central,Office Supplies,Binders,33.28,5,-49.92
17-05-2017,Odella Nelson,Corporate,Houston,Texas,Central,Office Supplies,Paper,14.088,3,4.9308
09-12-2019,Alyssa Tate,Home Office,Los Angeles,California,West,Office Supplies,Art,11.16,2,2.79
09-12-2019,Alyssa Tate,Home Office,Los Angeles,California,West,Furniture,Tables,896.328,9,22.4082
09-12-2019,Alyssa Tate,Home Office,Los Angeles,California,West,Office Supplies,Appliances,189,1,68.04
10-03-2019,Emily Burns,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,53.982,3,-10.7964
22-10-2019,David Wiener,Corporate,Redmond,Oregon,West,Furniture,Tables,177.225,5,-120.513
03-07-2019,Maria Bertelson,Consumer,Citrus Heights,California,West,Furniture,Furnishings,129.39,3,54.3438
04-09-2019,Tiffany House,Corporate,Los Angeles,California,West,Office Supplies,Storage,54.32,4,0.5432
23-08-2019,Patrick O'Brill,Consumer,Tallahassee,Florida,South,Technology,Phones,4367.896,13,327.5922
23-08-2019,Patrick O'Brill,Consumer,Tallahassee,Florida,South,Office Supplies,Paper,49.568,2,15.49
23-08-2019,Patrick O'Brill,Consumer,Tallahassee,Florida,South,Office Supplies,Appliances,161.376,6,12.1032
23-08-2019,Patrick O'Brill,Consumer,Tallahassee,Florida,South,Furniture,Furnishings,2.784,2,0.4176
23-08-2019,Patrick O'Brill,Consumer,Tallahassee,Florida,South,Office Supplies,Paper,8.72,5,2.943
22-08-2016,Deanra Eno,Home Office,Lakewood,Ohio,East,Office Supplies,Art,3.912,1,1.0269
04-10-2018,Mary O'Rourke,Consumer,The Colony,Texas,Central,Office Supplies,Envelopes,59.752,7,19.4194
26-10-2016,Angele Hood,Consumer,Seattle,Washington,West,Furniture,Furnishings,63.92,4,3.196
26-10-2016,Angele Hood,Consumer,Seattle,Washington,West,Technology,Phones,383.96,5,38.396
28-06-2018,Chris Selesnick,Corporate,Los Angeles,California,West,Office Supplies,Binders,7.752,3,2.8101
28-06-2018,Chris Selesnick,Corporate,Los Angeles,California,West,Office Supplies,Binders,33.568,2,11.7488
04-11-2016,William Brown,Consumer,Los Angeles,California,West,Technology,Phones,666.344,7,66.6344
04-11-2016,William Brown,Consumer,Los Angeles,California,West,Furniture,Tables,573.728,4,-64.5444
04-11-2016,William Brown,Consumer,Los Angeles,California,West,Office Supplies,Binders,21.936,3,8.226
04-11-2016,William Brown,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,9.3312
04-11-2016,William Brown,Consumer,Los Angeles,California,West,Technology,Machines,447.968,4,139.99
08-09-2016,Stefania Perrino,Corporate,Long Beach,New York,East,Office Supplies,Appliances,16.78,2,4.195
25-06-2017,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Art,20.96,2,5.24
25-06-2017,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Binders,88.752,3,27.735
25-06-2017,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Storage,304.23,3,9.1269
26-07-2017,Helen Andreada,Consumer,San Francisco,California,West,Office Supplies,Envelopes,167.86,2,78.8942
07-12-2019,Debra Catini,Consumer,Richmond,Virginia,South,Furniture,Furnishings,82.38,6,25.5378
29-12-2016,Shui Tom,Consumer,Albuquerque,New Mexico,West,Technology,Phones,23.976,3,-5.6943
29-12-2016,Shui Tom,Consumer,Albuquerque,New Mexico,West,Office Supplies,Storage,33.29,1,7.9896
14-02-2017,Karl Braun,Consumer,Akron,Ohio,East,Office Supplies,Binders,14.952,2,-11.9616
14-02-2017,Karl Braun,Consumer,Akron,Ohio,East,Technology,Phones,323.982,3,-80.9955
14-02-2017,Karl Braun,Consumer,Akron,Ohio,East,Office Supplies,Binders,2.286,2,-1.6764
14-02-2017,Karl Braun,Consumer,Akron,Ohio,East,Office Supplies,Art,14.352,3,0.897
14-02-2017,Karl Braun,Consumer,Akron,Ohio,East,Technology,Accessories,71.976,3,0.8997
25-01-2018,Todd Boyes,Corporate,Plainfield,New Jersey,East,Office Supplies,Art,9.21,3,2.3025
25-01-2018,Todd Boyes,Corporate,Plainfield,New Jersey,East,Office Supplies,Paper,18,5,8.28
01-04-2019,John Castell,Consumer,New York City,New York,East,Office Supplies,Paper,42.93,9,19.3185
03-10-2019,Patrick O'Brill,Consumer,Hialeah,Florida,South,Office Supplies,Paper,15.552,3,5.4432
03-10-2019,Patrick O'Brill,Consumer,Hialeah,Florida,South,Office Supplies,Appliances,17.92,5,1.12
01-09-2019,Sung Shariari,Consumer,Redmond,Washington,West,Technology,Accessories,19.99,1,6.7966
01-09-2019,Sung Shariari,Consumer,Redmond,Washington,West,Office Supplies,Binders,22.92,5,8.022
21-12-2017,Roger Demir,Consumer,Daytona Beach,Florida,South,Technology,Accessories,50.88,6,14.628
21-12-2017,Roger Demir,Consumer,Daytona Beach,Florida,South,Office Supplies,Envelopes,27.312,2,9.2178
20-12-2017,Gary Zandusky,Consumer,Bullhead City,Arizona,West,Office Supplies,Envelopes,7.92,1,2.772
20-12-2017,Gary Zandusky,Consumer,Bullhead City,Arizona,West,Furniture,Furnishings,14.368,2,3.9512
27-11-2017,Steve Nguyen,Home Office,Los Angeles,California,West,Technology,Accessories,107.97,3,22.6737
27-11-2017,Steve Nguyen,Home Office,Los Angeles,California,West,Office Supplies,Paper,113.82,3,53.4954
27-08-2019,Dana Kaydos,Consumer,Franklin,Tennessee,South,Office Supplies,Paper,5.184,1,1.8144
22-03-2016,Vivian Mathis,Consumer,Portage,Indiana,Central,Office Supplies,Art,16.28,2,6.512
17-12-2019,Giulietta Baptist,Consumer,Arlington,Virginia,South,Office Supplies,Storage,544.38,3,157.8702
19-03-2019,Natalie DeCherney,Consumer,San Francisco,California,West,Office Supplies,Binders,19.824,6,6.6906
19-03-2019,Natalie DeCherney,Consumer,San Francisco,California,West,Technology,Phones,657.504,6,-131.5008
19-03-2019,Natalie DeCherney,Consumer,San Francisco,California,West,Technology,Accessories,99.54,2,10.9494
19-03-2019,Natalie DeCherney,Consumer,San Francisco,California,West,Technology,Accessories,199.96,4,85.9828
18-09-2018,Magdelene Morse,Consumer,New Rochelle,New York,East,Furniture,Chairs,631.782,2,140.396
18-09-2018,Magdelene Morse,Consumer,New Rochelle,New York,East,Furniture,Furnishings,60.72,3,26.1096
24-11-2019,Mark Van Huff,Consumer,Mesa,Arizona,West,Office Supplies,Binders,20.724,2,-15.1976
24-11-2019,Mark Van Huff,Consumer,Mesa,Arizona,West,Office Supplies,Storage,415.872,8,-41.5872
11-04-2019,Jack Lebron,Consumer,Lancaster,Ohio,East,Office Supplies,Storage,16.768,2,1.4672
11-04-2019,Jack Lebron,Consumer,Lancaster,Ohio,East,Technology,Accessories,27.12,2,-4.746
10-12-2019,Alex Grayson,Consumer,Stockton,California,West,Technology,Phones,95.84,4,34.742
10-12-2019,Alex Grayson,Consumer,Stockton,California,West,Office Supplies,Paper,12.96,2,6.2208
24-11-2019,Michael Dominguez,Corporate,Asheville,North Carolina,South,Office Supplies,Binders,19.008,8,-12.672
04-12-2017,Rose O'Brian,Consumer,Clarksville,Tennessee,South,Office Supplies,Binders,1598.058,7,-1065.372
04-12-2017,Rose O'Brian,Consumer,Clarksville,Tennessee,South,Office Supplies,Art,36.96,4,12.012
11-12-2019,Ralph Ritter,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,10.368,2,3.6288
11-12-2019,Ralph Ritter,Consumer,Aurora,Illinois,Central,Furniture,Furnishings,77.72,1,-66.062
11-12-2019,Ralph Ritter,Consumer,Aurora,Illinois,Central,Furniture,Chairs,520.464,2,-14.8704
21-05-2018,Christine Phan,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,111.96,2,54.8604
17-02-2019,Lauren Leatherbury,Consumer,Lafayette,Louisiana,South,Technology,Phones,29.16,3,8.4564
20-05-2019,Nat Carroll,Consumer,Fargo,North Dakota,Central,Office Supplies,Art,131.94,3,35.6238
